index,First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills
4395,Lance,lance@xyz.com,1,KYC - Know Your CCPC,Attending,government polytechnic gandhinagar,,,Students,2024,Patiala,8.5,6,0-2 Lakh,16,yes
4396,Marla,marla@xyz.com,1,KYC - Know Your CCPC,Attending,new horizon institute of technology and management ,,,Students,2024,Jaipur,9.1,3,0-2 Lakh,17,yes
4397,Mauro,mauro@xyz.com,1,KYC - Know Your CCPC,Attending,"symbiosis institute of technology, pune",,,Asst. Professor,2023,Jhalwar,7.5,8,0-2 Lakh,21,no 
4399,Sylvia,sylvia@xyz.com,1,KYC - Know Your CCPC,Attending,st xavier's college ,,,Students,2023,Eluru,8.3,5,0-2 Lakh,18,yes
4400,Terrence,terrence@xyz.com,1,KYC - Know Your CCPC,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Munger,9.5,8,5-7 Lakh,18,no
4401,Emily,emily@xyz.com,1,KYC - Know Your CCPC,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Patna,9.6,6,0-2 Lakh,18,yes
4402,Nancey,nancey@xyz.com,1,KYC - Know Your CCPC,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Muzaffarpur,7.5,8,0-2 Lakh,23,yes
4403,Maurice,maurice@xyz.com,1,KYC - Know Your CCPC,Attending,"mit academy of engineering ,alandi",,,Students,2024,Delhi,6.7,6,0-2 Lakh,15,no
4405,Georgia,georgia@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,,Students,2023,Madgaon,9.5,8,0-2 Lakh,25,yes
4406,Derek,derek@xyz.com,1,Product Design & Full Stack,Attending,"thakur institute of management studies, career development & research - [timscdr]",Others,College,Students,2024,Kheda,6.9,6,0-2 Lakh,12,no
4409,Harley,harley@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Whatsapp,,Students,2024,Punch,8.3,6,0-2 Lakh,9,no
4411,Hillary,hillary@xyz.com,1,Product Design & Full Stack,Attending,"thakur institute of management studies, career development & research - [timscdr]",SPOC/ College Professor,,Students,2023,Udhampur,9.3,5,0-2 Lakh,8,no
4412,Stuart,stuart@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,,Students,2024,Kollam,7.9,5,0-2 Lakh,7,no
4413,Wilton,wilton@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,,Students,2023,Bhopal,7.1,5,0-2 Lakh,5,no
4414,Mabel,mabel@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2024,Vidisha,6.7,3,0-2 Lakh,9,yes
4415,Jeff,jeff@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp | Email,,Students,2024,Thane,7.8,8,0-2 Lakh,9,yes
4417,Melinda,melinda@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,,Students,2024,Sangli,6.8,8,0-2 Lakh,7,no
4418,Myron,myron@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Cloud Counselage Website | Friend/ Classmate,,Students,2023,Sangola,8.4,6,0-2 Lakh,5,no
4419,Marta,marta@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,SPOC/ College Professor,,Students,2023,Wardha,9.9,5,0-2 Lakh,8,no
4421,Romona,romona@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Email,,Students,2024,Shillong,7.6,6,0-2 Lakh,23,no 
4423,Mi,mi@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Facebook,,Students,2023,Amer,8.3,3,0-2 Lakh,18,no
4424,Arletta,arletta@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Email,,Students,2023,Pali,7.4,8,0-2 Lakh,25,yes
4425,Caroline,caroline@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,,Students,2023,Kanpur,8.7,8,0-2 Lakh,21,no
4427,Denny,denny@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,Whatsapp | SPOC/ College Professor,,Students,2024,Varanasi,8.5,3,0-2 Lakh,7,no
4428,Cliff,cliff@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2024,Siliguri,7.9,6,0-2 Lakh,24,no
4429,Lynn,lynn@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Talmuk,8.3,8,0-2 Lakh,21,yes
4430,Johnna,johnna@xyz.com,1,Product Design & Full Stack,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Youtube | Facebook | Instagram | Whatsapp | Email | Telegram | Twitter | Friend/ Classmate,,Students,2023,Sagar,7.7,3,0-2 Lakh,25,no
4431,Danielle,danielle@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Youtube,,Students,2023,Dhule,7.7,8,0-2 Lakh,8,yes
4433,Glennie,glennie@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2023,Sangrur,7.9,5,0-2 Lakh,19,yes
4436,Leticia,leticia@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",SPOC/ College Professor,,Students,2024,Nadiad,6.7,5,0-2 Lakh,10,no
4438,Rosie,rosie@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Whatsapp | SPOC/ College Professor,,Students,2024,Faridabad,7.8,6,0-2 Lakh,9,no 
4439,Duane,duane@xyz.com,1,Product Design & Full Stack,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,,Students,2024,Gonda,7.6,6,0-2 Lakh,20,no
4440,Dominick,dominick@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,,Students,2023,Ghaziabad,6.4,6,0-2 Lakh,11,no
4442,Jerome,jerome@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,SPOC/ College Professor,,Students,2024,Budaun,7.2,6,0-2 Lakh,8,yes
4443,Edith,edith@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2023,Varanasi,9.7,5,0-2 Lakh,30,no
4445,Freddy,freddy@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2023,Alipore,6.5,5,0-2 Lakh,8,no
4446,Rosemarie,rosemarie@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2024,Durgapur,9.3,3,0-2 Lakh,21,no
4448,Shelley,shelley@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Whatsapp,,Students,2024,Siuri,9.9,3,0-2 Lakh,8,no
4450,Ginger,ginger@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2023,Bhandara,7.3,6,0-2 Lakh,8,yes
4452,Betsy,betsy@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,,Students,2023,Dhule,7.1,6,0-2 Lakh,7,no
4454,Tracy,tracy@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,Whatsapp,,Students,2024,Amritsar,6.7,3,0-2 Lakh,5,no 
4457,Maureen,maureen@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Whatsapp,,Students,2023,Nagaon,7.9,6,0-2 Lakh,9,no
4458,Emanuel,emanuel@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2024,Dehri,7.5,6,0-2 Lakh,25,no
4459,Carey,carey@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,Whatsapp | SPOC/ College Professor,,Students,2024,Muzaffarpur,9.5,8,0-2 Lakh,16,no
4460,Lucile,lucile@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,SPOC/ College Professor,,Students,2024,Siwan,9.2,6,0-2 Lakh,19,yes
4463,Dora,dora@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Youtube | Facebook | Instagram | Whatsapp | Email | Friend/ Classmate,,Students,2024,Rajkot,7.8,5,0-2 Lakh,9,no 
4464,Leeanne,leeanne@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Others,College,Students,2023,Gulmarg,6.5,3,0-2 Lakh,12,no
4465,Kristin,kristin@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,Whatsapp | SPOC/ College Professor,,Students,2023,Rajouri,6.7,6,0-2 Lakh,9,no 
4468,Tatiana,tatiana@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,SPOC/ College Professor,,Students,2024,Bengaluru,8.3,8,0-2 Lakh,22,no
4469,Bernadine,bernadine@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2024,Bidar,8.1,8,0-2 Lakh,9,yes
4470,Simone,simone@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2023,Hasan,9.5,3,0-2 Lakh,20,no
4472,Rodney,rodney@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Whatsapp,,Students,2024,Guna,7.6,3,0-2 Lakh,10,yes
4473,Ramon,ramon@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",SPOC/ College Professor,,Students,2023,Orchha,9.1,8,0-2 Lakh,20,no
4474,Antonia,antonia@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Sagar,6.7,8,0-2 Lakh,21,no
4476,Benton,benton@xyz.com,1,Product Design & Full Stack,Attending,ap shah institute of technology ,Whatsapp,,Students,2024,Buldhana,9.1,8,0-2 Lakh,19,no 
4477,Roberto,roberto@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2024,Navi Mumbai,7.3,8,0-2 Lakh,24,no
4478,Alex,alex@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Facebook | Instagram,,Students,2024,Mumbai,7.9,6,0-2 Lakh,17,no
4479,Connie,connie@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Telegram,,Students,2023,Nagpur,9.9,8,0-2 Lakh,11,yes
4480,Elijah,elijah@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Friend/ Classmate,,Students,2023,Pune,7.8,3,0-2 Lakh,25,yes
4481,Jasmine,jasmine@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Sangola,8.0,6,7 Lakh+,8,yes
4482,Treena,treena@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,SPOC/ College Professor,,Students,2023,Baleshwar,9.3,6,0-2 Lakh,28,no
4486,Janie,janie@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,SPOC/ College Professor,,Students,2024,Jaipur,8.3,5,0-2 Lakh,7,no
4487,Harold,harold@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Friend/ Classmate,,Students,2024,Jhalwar,9.9,5,0-2 Lakh,8,no
4488,Veta,veta@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Others,College,Students,2023,Kota,7.1,6,0-2 Lakh,6,no
4490,Erick,erick@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2023,Aligarh,9.7,5,0-2 Lakh,8,no 
4492,Milton,milton@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,,Students,2024,Budaun,7.1,3,0-2 Lakh,20,no
4493,Alfred,alfred@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2024,Mathura,6.7,5,0-2 Lakh,8,yes
4495,June,june@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,,Students,2023,Talmuk,9.8,6,0-2 Lakh,23,yes
4496,Marjory,marjory@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,Email,,Students,2023,Siuri,9.6,6,0-2 Lakh,18,no 
4497,Joni,joni@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2024,Orchha,6.2,8,0-2 Lakh,9,yes
4498,Lisette,lisette@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Whatsapp,,Students,2024,Jalgaon,8.9,5,0-2 Lakh,7,yes
4500,Deandra,deandra@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Youtube | Facebook | Whatsapp | Email,,Students,2023,Amer,7.6,3,0-2 Lakh,11,no
4501,Bernard,bernard@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2024,Barmer,7.9,3,0-2 Lakh,12,no
4502,Clair,clair@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Youtube | Facebook | Whatsapp,,Students,2023,Bikaner,7.7,8,0-2 Lakh,10,yes
4503,Bianca,bianca@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",SPOC/ College Professor,,Students,2024,Kota,9.5,5,0-2 Lakh,20,yes
4505,Tyrone,tyrone@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Email,,Students,2024,Jamnagar,7.5,3,0-2 Lakh,30,no
4507,Hazel,hazel@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Whatsapp | SPOC/ College Professor,,Students,2023,Rajkot,6.7,6,0-2 Lakh,18,yes
4510,Stewart,stewart@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Kanpur,7.2,6,0-2 Lakh,8,no
4514,Charlotte,charlotte@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,,Students,2024,Talmuk,6.8,6,0-2 Lakh,22,no
4515,Concetta,concetta@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2024,Ujjain,7.2,5,0-2 Lakh,13,no
4516,Philomena,philomena@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Whatsapp | Friend/ Classmate,,Students,2024,Buldhana,9.6,3,0-2 Lakh,12,no
4517,Eleanor,eleanor@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Cloud Counselage Website,,Students,2023,Jalgaon,7.3,3,0-2 Lakh,21,yes
4518,Evangeline,evangeline@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2024,Navi Mumbai,8.0,6,0-2 Lakh,8,no 
4519,Sue,sue@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2024,Amritsar,7.1,6,0-2 Lakh,21,no
4521,Dwayne,dwayne@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Youtube | Email,,Students,2023,Junagadh,6.6,8,0-2 Lakh,19,no
4523,Leroy,leroy@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",SPOC/ College Professor,,Students,2023,Valsad,9.1,5,0-2 Lakh,8,yes
4524,Lucinda,lucinda@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Cloud Counselage Website,,Students,2024,Vijaywada,7.6,8,0-2 Lakh,21,no
4526,Nellie,nellie@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Email | Cloud Counselage Website,,Students,2024,Dehri,7.1,3,0-2 Lakh,16,no 
4528,Cameron,cameron@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,Email | SPOC/ College Professor,,Students,2023,Thane,8.3,8,0-2 Lakh,11,no
4529,Leonor,leonor@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,SPOC/ College Professor,,Students,2023,Nagpur,7.3,3,0-2 Lakh,9,yes
4530,Beatrice,beatrice@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp | SPOC/ College Professor,,Students,2024,Patiala,7.1,8,0-2 Lakh,21,yes
4531,Geraldine,geraldine@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Whatsapp | SPOC/ College Professor,,Students,2023,Jalor,9.1,8,0-2 Lakh,18,no
4532,Chet,chet@xyz.com,1,Product Design & Full Stack,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Friend/ Classmate,,Students,2023,Ahemdabad,8.7,3,0-2 Lakh,8,no 
4533,Carrie,carrie@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2023,Dwarka,8.9,6,0-2 Lakh,9,yes
4534,Odette,odette@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Telegram,,Students,2024,Nadiad,7.9,6,0-2 Lakh,18,no
4535,Carmella,carmella@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,SPOC/ College Professor,,Students,2024,Rajkot,9.5,8,0-2 Lakh,29,no
4538,Chester,chester@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Email | SPOC/ College Professor,,Students,2023,Kunrool,7.2,3,0-2 Lakh,22,yes
4540,Marilu,marilu@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2023,Eluru,8.4,5,0-2 Lakh,20,no
4541,Kendall,kendall@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2024,Sivasagar,7.6,6,0-2 Lakh,13,no
4542,Jasmin,jasmin@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,,Students,2023,Burani,8.3,6,0-2 Lakh,11,no
4544,Rocky,rocky@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,Youtube | Whatsapp,,Students,2023,Mumbai,7.7,3,0-2 Lakh,7,yes
4546,Magdalena,magdalena@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Email,,Students,2023,Ajmer,7.6,3,0-2 Lakh,20,yes
4547,Kristen,kristen@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Email,,Students,2024,Amer,8.7,6,0-2 Lakh,9,no 
4549,Myriam,myriam@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Friend/ Classmate | SPOC/ College Professor,,Students,2023,Amreli,6.5,8,0-2 Lakh,21,no
4551,Aracely,aracely@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,Whatsapp,,Students,2024,Eluru,8.5,3,0-2 Lakh,18,yes
4552,Bernadette,bernadette@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,SPOC/ College Professor,,Students,2023,Nagaon,6.6,8,0-2 Lakh,8,no
4555,Tina,tina@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Cloud Counselage Website,,Students,2023,Bhilai,7.6,5,0-2 Lakh,25,no
4556,Crystal,crystal@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,SPOC/ College Professor,,Students,2023,Diu,6.6,5,0-2 Lakh,8,yes
4558,Diana,diana@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp | SPOC/ College Professor,,Students,2023,Madgaon,7.9,8,0-2 Lakh,9,yes
4559,Denise,denise@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Friend/ Classmate,,Students,2023,Kheda,6.8,8,0-2 Lakh,7,no
4560,Tristan,tristan@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,SPOC/ College Professor,,Students,2024,Morbi,6.7,3,0-2 Lakh,8,no
4561,Tressie,tressie@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,Email,,Students,2023,Faridabad,9.6,8,0-2 Lakh,30,no
4563,Adell,adell@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Friend/ Classmate | SPOC/ College Professor,,Students,2024,Jind,9.3,5,0-2 Lakh,5,no
4564,Roderick,roderick@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,,Students,2024,Rewari,7.5,6,0-2 Lakh,8,no
4566,Phillis,phillis@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,,Students,2024,Chamba,9.1,6,0-2 Lakh,19,no 
4568,Todd,todd@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Instagram,,Students,2024,Jammu,6.9,3,0-2 Lakh,8,no
